5; 1; 20; 
4,99255; 1,00909; 20,5141; 
4,98511; 1,01647; 21,0153; 
4,97767; 1,0238; 21,504; 
4,97024; 1,0311; 21,9808; 
4,96282; 1,03835; 22,4458; 
4,9554; 1,04556; 22,8996; 
4,94798; 1,05274; 23,3425; 
4,94057; 1,05987; 23,7748; 
4,93317; 1,06696; 24,1969; 
4,92577; 1,07401; 24,6091; 
4,91838; 1,08102; 25,0117; 
4,91099; 1,08799; 25,405; 
4,90361; 1,09493; 25,7892; 
4,89624; 1,10182; 26,1647; 
4,88887; 1,10868; 26,5317; 
4,8815; 1,1155; 26,8905; 
4,87414; 1,12228; 27,2412; 
4,86679; 1,12902; 27,5842; 
4,85944; 1,13573; 27,9197; 
4,8521; 1,1424; 28,2478; 
4,84476; 1,14903; 28,5688; 
4,83743; 1,15563; 28,8829; 
4,8301; 1,16219; 29,1903; 
4,82278; 1,16871; 29,4912; 
4,81547; 1,1752; 29,7857; 
4,80816; 1,18166; 30,074; 
4,80086; 1,18808; 30,3563; 
4,79356; 1,19446; 30,6327; 
4,78627; 1,20081; 30,9034; 
4,77898; 1,20712; 31,1686; 
4,7717; 1,2134; 31,4285; 
4,76442; 1,21965; 31,683; 
4,75715; 1,22586; 31,9324; 
4,74989; 1,23204; 32,1769; 
4,74263; 1,23818; 32,4164; 
4,73538; 1,2443; 32,6513; 
4,72813; 1,25038; 32,8815; 
4,72089; 1,25642; 33,1072; 
4,71365; 1,26244; 33,3285; 
4,70642; 1,26842; 33,5456; 
4,69919; 1,27437; 33,7584; 
4,69197; 1,28029; 33,9672; 
4,68476; 1,28618; 34,172; 
4,67755; 1,29203; 34,373; 
4,67034; 1,29785; 34,5701; 
4,66315; 1,30365; 34,7635; 
4,65595; 1,30941; 34,9534; 
4,64877; 1,31514; 35,1397; 
4,64159; 1,32084; 35,3225; 
4,63441; 1,32651; 35,502; 
4,62724; 1,33215; 35,6782; 
4,62007; 1,33776; 35,8512; 
4,61292; 1,34335; 36,021; 
4,60576; 1,3489; 36,1878; 
4,59861; 1,35442; 36,3516; 
4,59147; 1,35991; 36,5124; 
4,58433; 1,36538; 36,6704; 
4,5772; 1,37081; 36,8256; 
4,57008; 1,37622; 36,978; 
4,56296; 1,38159; 37,1277; 
4,55584; 1,38694; 37,2748; 
4,54873; 1,39226; 37,4194; 
4,54163; 1,39756; 37,5614; 
4,53453; 1,40282; 37,7009; 
4,52744; 1,40806; 37,8381; 
4,52035; 1,41327; 37,9729; 
4,51327; 1,41845; 38,1053; 
4,50619; 1,42361; 38,2355; 
4,49912; 1,42874; 38,3635; 
4,49206; 1,43384; 38,4894; 
4,485; 1,43891; 38,6131; 
4,47795; 1,44396; 38,7347; 
4,4709; 1,44898; 38,8542; 
4,46386; 1,45397; 38,9718; 
4,45682; 1,45894; 39,0874; 
4,44979; 1,46389; 39,2011; 
4,44276; 1,4688; 39,3129; 
4,43574; 1,47369; 39,4229; 
4,42873; 1,47856; 39,531; 
4,42172; 1,4834; 39,6374; 
4,41471; 1,48821; 39,742; 
4,40771; 1,493; 39,845; 
